mag_diff_1,mag_diff_2,mag_diff_3,diff_1,diff_2,diff_3,Var3_1,Var3_2,Var3_3,Var4
0.092293684,0.082479178,0,0,19.453125,19.6875,0.124508395,0.11469389,0.032214712,5
0.09696793,0.073497035,0,0,3.75,2.578125,0.11417888,0.090707985,0.01721095,6
0.005225294,0.242018484,0,4.6875,0,4.765625,0.0799458,0.31673899,0.074720506,1
0.048979817,0.167941383,0,0,0,3.046875,0.073383961,0.192345527,0.024404144,2
0.036160754,0.049023796,0,21.09375,0,26.640625,0.053646674,0.066509716,0.01748592,3
0.080058658,0.065791046,0,0,3.90625,5.78125,0.098760466,0.084492854,0.018701808,4
0.066395304,0.036962455,0,3.515625,0,9.765625,0.082336223,0.052903374,0.015940919,5
0.100052987,0.068936608,0,0,8.359375,2.96875,0.117164158,0.086047779,0.01711117,6
0.00027565,0.065522159,0,9.453125,0,6.40625,0.018418289,0.083664798,0.018142639,1
0.034419316,0.095085177,0,16.640625,0,20.15625,0.049928892,0.110594754,0.015509577,2
0.027513839,0.040420662,0,14.296875,0,31.328125,0.040051715,0.052958538,0.012537876,3
0.046673736,0.048908996,0,0,24.453125,26.40625,0.057289701,0.059524961,0.010615965,4
0.100880174,0.054058695,0,0,4.765625,4.0625,0.124346717,0.077525238,0.023466543,5
0.036276282,0.042269112,0,0,7.734375,1.640625,0.045575317,0.051568147,0.009299035,6
0,0.081053393,0.006658054,3.984375,0,3.28125,0.027774767,0.108828161,0.034432821,1
0.041472127,0.115936009,0,7.734375,0,7.96875,0.057952295,0.132416177,0.016480168,2
0.027578969,0.036349381,0,0,6.015625,17.421875,0.041217192,0.049987604,0.013638223,3
0.060757901,0.04974687,0,0,6.796875,8.125,0.073407168,0.062396137,0.012649267,4
0.054759761,0.039403245,0,0,3.90625,3.828125,0.069233238,0.053876723,0.014473478,5
0.110474636,0.073084918,0,0,7.34375,2.890625,0.127101308,0.08971159,0.016626672,6
0.001402369,0.122234337,0,3.90625,0,3.28125,0.034714759,0.155546727,0.03331239,1
0.023047977,0.064319803,0,2.34375,0,7.890625,0.032504991,0.073776816,0.009457013,2
0.035693848,0.047587222,0,2.03125,0,6.71875,0.047081736,0.05897511,0.011387888,3
0.044685912,0.039437602,0,0,4.21875,8.359375,0.051601884,0.046353573,0.006915972,4
0.082532905,0.05926063,0,0,3.125,3.75,0.109362456,0.08609018,0.02682955,5
0.088097351,0.071126269,0,0,7.34375,2.65625,0.102692619,0.085721537,0.014595268,6
0.029261736,0.132445098,0,20.15625,0,4.609375,0.072497082,0.175680444,0.043235346,1
0.037556879,0.113403155,0,0,1.328125,12.65625,0.054417481,0.130263757,0.016860602,2
0.032181696,0.0381037,0,0,4.0625,7.890625,0.045085375,0.051007379,0.012903679,3
0.046283622,0.042470422,0,0,6.71875,8.90625,0.055783096,0.051969896,0.009499474,4
0.051310788,0.039604419,0,0,3.515625,4.296875,0.064316186,0.052609816,0.013005398,5
0.125002329,0.078040623,0,0,7.8125,2.734375,0.143354661,0.096392955,0.018352332,6
0.003854932,0.187931398,0,2.65625,0,3.515625,0.047840562,0.231917029,0.043985631,1
0.035651542,0.094360513,0,2.578125,0,7.8125,0.04817209,0.10688106,0.012520547,2
0.050731658,0.052928778,0,0,6.09375,14.453125,0.070824864,0.073021984,0.020093206,3
0.058023097,0.055110231,0,0,4.765625,8.28125,0.073408487,0.07049562,0.01538539,4
0.088352929,0.049500786,0,0,6.015625,5.3125,0.110380083,0.07152794,0.022027154,5
0.078314611,0.059334064,0,0,8.359375,3.28125,0.092527776,0.073547229,0.014213165,6
0,0.108807026,0.011930578,4.296875,0,3.828125,0.029730712,0.138537738,0.041661291,1
0.027122861,0.080399188,0,3.4375,0,7.578125,0.038893883,0.09217021,0.011771022,2
0.019675629,0.02656137,0,2.265625,0,17.890625,0.026253636,0.033139377,0.006578007,3
0.062962763,0.054526706,0,0,5.625,6.71875,0.078447799,0.070011742,0.015485036,4
0.127502327,0.048200521,0,0,7.1875,8.046875,0.150115241,0.070813435,0.022612914,5
0.089202557,0.07056778,0,0,9.296875,2.8125,0.102296504,0.083661727,0.013093947,6
0.00402601,0.103669745,0,3.4375,0,2.734375,0.024825719,0.124469454,0.02079971,1
0.036138687,0.09243792,0,3.4375,0,5.78125,0.049211574,0.105510807,0.013072887,2
0.026777782,0.033550609,0,0,1.25,8.046875,0.037411638,0.044184464,0.010633856,3
0.05553526,0.054332485,0,0,13.828125,15,0.068734703,0.067531929,0.013199444,4
0.092927793,0.081139895,0,0,3.28125,3.046875,0.119371559,0.107583661,0.026443767,5
0.09956486,0.069594312,0,0,5.859375,2.421875,0.117066987,0.087096439,0.017502127,6
0.006484453,0.097409656,0,29.84375,0,31.484375,0.026078516,0.117003719,0.019594063,1
0.034073788,0.0972879,0,1.015625,0,5.625,0.048019941,0.111234053,0.013946152,2
0.020061033,0.025161017,0,0,1.796875,5.234375,0.027045843,0.032145827,0.00698481,3
0.050516545,0.044378249,0,0,3.4375,5.234375,0.064140299,0.058002004,0.013623754,4
0.083482974,0.052948914,0,0,3.125,3.90625,0.105964593,0.075430532,0.022481619,5
0.080354469,0.058655188,0,0,8.75,4.53125,0.095672582,0.073973301,0.015318113,6
0.010306473,0.151458318,0,19.765625,0,4.21875,0.047773539,0.188925384,0.037467066,1
0.03450159,0.092574094,0,3.984375,0,7.96875,0.046755091,0.104827594,0.0122535,2
0.053136485,0.050929516,0,0,2.34375,8.28125,0.073391314,0.071184346,0.020254829,3
0.043429745,0.042026642,0,0,7.34375,10.15625,0.052435947,0.051032844,0.009006202,4
0.104203004,0.0492418,0,0,3.359375,3.984375,0.129529583,0.074568379,0.025326579,5
0.075590939,0.06015813,0,0,8.4375,4.375,0.089794484,0.074361675,0.014203545,6
0.002532149,0.115972609,0,2.265625,0,3.515625,0.034813282,0.148253742,0.032281133,1
0.041431784,0.12444128,0,0,2.8125,4.0625,0.058794005,0.141803502,0.017362222,2
0.04218524,0.064265236,0,0,3.59375,6.171875,0.062534334,0.08461433,0.020349094,3
0.051932597,0.043849842,0,0,12.421875,7.265625,0.063331664,0.055248909,0.011399068,4
0.092135641,0.04976724,0,0,5.859375,4.296875,0.115945512,0.073577111,0.023809871,5
0.097338554,0.065205208,0,0,7.65625,2.96875,0.113910329,0.081776983,0.016571775,6
0,0.155590035,0.015365524,5.078125,0,4.84375,0.042912479,0.198502515,0.058278003,1
0.036768795,0.086165483,0,3.515625,0,8.59375,0.048890054,0.098286742,0.012121259,2
0.032350118,0.055830015,0,0,8.203125,15,0.046272321,0.069752217,0.013922202,3
0.04810714,0.044686056,0,0,8.28125,8.59375,0.056842831,0.053421747,0.00873569,4
0.07622048,0.055639337,0,0,3.125,3.828125,0.097046722,0.076465579,0.020826242,5
0.087469057,0.066696597,0,0,8.59375,4.21875,0.103069021,0.082296561,0.015599965,6
0.004169572,0.123434086,0,4.0625,0,3.75,0.031334436,0.15059895,0.027164864,1
0.026235922,0.069349888,0,3.90625,0,7.34375,0.036237225,0.079351191,0.010001303,2
0.022205173,0.024792187,0,0,3.125,5.078125,0.035531085,0.038118099,0.013325912,3
0.057181351,0.045819398,0,0,5.859375,7.578125,0.069698001,0.058336048,0.012516651,4
0.060471197,0.052301299,0,0,8.28125,7.265625,0.075685411,0.067515514,0.015214215,5
0.082330611,0.07143435,0,0,9.53125,4.375,0.098985458,0.088089197,0.016654847,6
0,0.119002271,0.014552066,4.0625,0,3.59375,0.029694099,0.14869637,0.044246165,1
0.034644806,0.080424317,0,0,0.3125,7.1875,0.045226389,0.091005899,0.010581582,2
0.042318874,0.048330933,0,0,0.15625,4.296875,0.059374137,0.065386196,0.017055263,3
0.054835128,0.045833602,0,0,5.78125,8.515625,0.063394629,0.054393102,0.0085595,4
0.043239135,0.025768721,0,0,5.546875,4.84375,0.052995322,0.035524908,0.009756187,5
0.086787175,0.062928192,0,0,10.078125,4.0625,0.100039763,0.07618078,0.013252588,6
0.009792393,0.113201509,0,2.5,0,3.75,0.027761858,0.131170973,0.017969464,1
0.035945759,0.103695779,0,0,0.703125,6.5625,0.052563765,0.120313786,0.016618006,2
0.040539803,0.053546557,0,0,5.078125,6.328125,0.054720726,0.06772748,0.014180923,3
0.051313671,0.043544377,0,0,5.78125,7.96875,0.063772734,0.056003441,0.012459064,4
0.095534376,0.051933082,0,0,3.75,4.140625,0.119215951,0.075614657,0.023681575,5
0.082068612,0.061191293,0,0,8.203125,3.28125,0.097043265,0.076165946,0.014974652,6
0.00725542,0.060499455,0,4.0625,0,3.59375,0.019935682,0.073179717,0.012680262,1
0.027292335,0.073293721,0,1.484375,0,7.578125,0.038952317,0.084953703,0.011659982,2
0.041001271,0.042224809,0,0,4.21875,5.546875,0.056200105,0.057423643,0.015198834,3
0.047201129,0.038539037,0,0,5.78125,8.4375,0.056174356,0.047512264,0.008973227,4
0.052051551,0.044967488,0,0,4.140625,3.203125,0.067508625,0.060424562,0.015457074,5
0.054928325,0.053732704,0,0,6.875,2.1875,0.067178817,0.065983196,0.012250492,6
0.010168519,0.091818661,0,4.53125,2.34375,0,0.026779451,0.108429594,0.016610933,1
0.030132661,0.082218251,0,5.390625,0,10.703125,0.04196642,0.09405201,0.01183376,2
0.036560252,0.042509917,0,0.703125,0,27.65625,0.051983575,0.05793324,0.015423323,3
0.058865825,0.059643751,0,0,7.03125,9.296875,0.072975931,0.073753857,0.014110106,4
0.094224325,0.046144647,0,0,6.5625,6.875,0.114204798,0.066125119,0.019980472,5
0.070790902,0.055678708,0,0,8.671875,4.140625,0.084151188,0.069038994,0.013360286,6
0.006883967,0.06998851,0,4.375,0,4.921875,0.020657386,0.083761929,0.013773419,1
0.05083557,0.140899087,0,0,2.734375,7.34375,0.070097172,0.160160689,0.019261602,2
